idDocumentSentence1,idDocumentSentence2,cosine,sentence
5229949,5229922,1,"A área militar é o espaço do não questionamento, da obediência, né, sem que nada seja questionado."
5229942,5229915,1,"A primeira prioridade é infraestrutura, a segunda é a valorização do magistério, a terceira é formação dos professores e professoras."
5229958,5229931,1,"E a presença de militares no ambiente escolar não é a solução."
5229951,5229924,1,"A Secretaria de Educação informou que o projeto, lá de São Paulo, né, a Secretaria, o projeto foi elaborado a partir de proposições de grupos de trabalho e estudos técnicos conjuntos das Secretarias de Estado da Educação e da Segurança Pública."
5229935,5229908,1,"A Procuradoria Federal dos Direitos do Cidadão do Ministério Público Federal enviou ao Procurador Geral da República, Paulo Gonet, um parecer que considera inconstitucional a lei aprovada no Estado de São Paulo, que criou o programa de escolas cívico-militares."
5229944,5229917,1,"Então, o que as pessoas querem é uma escola de maior qualidade."
5229960,5229933,1,"Em que os diversos e os diferentes podem conviver inclusive a partir de perspectivas e ideias diferentes."
5229937,5229910,1,"Por meio do programa Escola Cívico-Militar, a secretaria da segurança pública vai indicar policiais militares da reserva para atuar como monitores."
5229953,5229926,1,"Exatamente contra o projeto que tem enfrentado críticas de especialistas em educação."
5229946,5229919,1,"Quem é que são os profissionais responsáveis pela segurança?"
5229955,5229928,1,"Que atestem a melhora no comportamento dos alunos e a qualidade do ensino."
5229939,5229912,1,"A lei sancionada no fim de maio foi considerada inconstitucional pela Procuradoria Federal dos Direitos do Cidadão."
5229948,5229921,1,"Então, se a gente quer escolas sem violência, a gente precisa construir uma sociedade em que a violência não esteja presente."
5229941,5229914,1,"No ano passado fizemos uma pesquisa com o Instituto Data Folha."
5229957,5229930,1,"E essa mesma pesquisa também perguntou quais são as prioridades que as pessoas teriam nas escolas."
5229950,5229923,1,"Então, militarizar escola é negar a possibilidade de que essa escola seja um espaço de diálogo."
5229943,5229916,1,"A questão da violência nas escolas apareceu como a quinta questão pela população."
5229959,5229932,1,"E o que eles vão poder fazer plantados dentro da escola?"
5229936,5229909,-1,"O PSOL já havia entrado com uma ação no Supremo Tribunal Federal."
5229952,5229925,1,"E que reforçou que o modelo não será imposto, cada implantação passará por consulta pública."
5229945,5229918,1,"Para esta pesquisadora da UNB, a falta de segurança nas escolas reflete a falta de segurança na sociedade."
5229961,5229934,-1,"Seguindo os Princípios da Lei de Diretrizes e Bases dos Planos Nacional e Estadual de Educação."
5229938,5229911,1,"Além de desenvolver atividades extracurriculares e organizar a disciplina e a segurança nas escolas da rede pública estadual de São Paulo."
5229954,5229927,1,"Que faz parte do Ministério Público Federal."
5229947,5229920,1,"São exatamente esses profissionais da área de segurança e que não estão resolvendo a questão da violência fora da escola."
5229940,5229913,0.904598,"Na decisão, o Ministério Público aponta a falta de evidências científicas ou estudos conclusivos."
5229956,5229929,1,"Mostrava que setenta e três por cento da população confia mais em professores do que em militares para trabalharem nas escolas."
